distance,tot_pos_uncertainty,device_name,date_time_1,date_time_2,location,neighborhood
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:04,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
14.82188318,24,ARTYIPAL,2/2/2023 13:05,2/2/2023 13:06,open outdoor area,Jericho
0.05,30,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
14.26642656,25,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,19,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:06,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:07,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:04,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:05,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,14,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:06,2/2/2023 13:07,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,15,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,17,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:07,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
8.396299822,16,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
2.71719233,22,ECSFFIUV,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,19,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,20,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,20,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,20,SGMUJTSX,2/2/2023 13:04,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:05,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,14,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
13.49811224,20,SGMUJTSX,2/2/2023 13:06,2/2/2023 13:07,open outdoor area,Jericho
7.477348486,21,SGMUJTSX,2/2/2023 13:07,2/2/2023 13:08,open outdoor area,Jericho
6.934763863,24,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
6.934763863,25,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,17,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,18,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,19,SGMUJTSX,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,17,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:04,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:04,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,18,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,17,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:05,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:05,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,14,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:06,open outdoor area,Jericho
0.05,15,XUKLXPXF,2/2/2023 13:06,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:07,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:07,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,XUKLXPXF,2/2/2023 13:08,2/2/2023 13:08,open outdoor area,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,16,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:56,alley,Jericho
0.05,17,ARTYIPAL,2/2/2023 13:56,2/2/2023 13:57,alley,Jericho
0.05,18,ARTYIPAL,2/2/2023 13:57,2/2/2023 13:57,alley,Jericho
