distance,tot_pos_uncertainty,device_name,date_time_1,date_time_2,location,neighborhood
0.05,33,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,32,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,32,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
37.56285378,142,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
3.435770716,252,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,252,ARTYIPAL,12/15/2022 12:56,12/15/2022 12:57,indoors,Kibera
17.88457901,174,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
7.214467389,107,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
14.20442655,118,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
11.6539995,76,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,34,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
14.60780155,75,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
2.270458181,80,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,44,ARTYIPAL,12/15/2022 12:57,12/15/2022 12:58,indoors,Kibera
0.05,44,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,39,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,34,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,48,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,61,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,46,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,32,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,38,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,44,ARTYIPAL,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,44,ARTYIPAL,12/15/2022 12:58,12/15/2022 13:00,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
1.113008511,16,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
3.212082962,24,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
1.943684393,32,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
5.087881062,32,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
18.28683,29,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
6.236236222,22,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:56,12/15/2022 12:57,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,21,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,21,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,21,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,20,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,22,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,24,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,25,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:57,12/15/2022 12:58,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,24,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,35,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,38,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,28,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:58,12/15/2022 12:59,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
14.05287745,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.445277963,16,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,15,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,14,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,16,ECSFFIUV,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 12:59,12/15/2022 13:00,indoors,Kibera
0.05,17,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,19,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,18,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,26,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,28,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,23,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
2.894306761,33,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
8.939570536,32,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,24,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,34,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,40,ECSFFIUV,12/15/2022 13:00,12/15/2022 13:01,indoors,Kibera
0.05,57,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
0.05,65,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
41.41497954,47,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
9.108395084,42,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
8.174949392,56,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
52.13028938,62,ECSFFIUV,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,18,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,14,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,18,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
0.05,29,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
6.483217012,31,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
9.756369504,29,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
4.908151067,32,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
10.73074808,24,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
4.061746163,16,SGMUJTSX,12/15/2022 12:56,12/15/2022 12:57,indoors,Kibera
0.222638982,19,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,21,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,24,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,18,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,14,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:57,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:57,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,14,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
21.28151327,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,15,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:58,indoors,Kibera
0.05,18,SGMUJTSX,12/15/2022 12:58,12/15/2022 12:59,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,21,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,21,SGMUJTSX,12/15/2022 12:59,12/15/2022 12:59,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 12:59,12/15/2022 13:00,indoors,Kibera
0.05,20,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,19,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,18,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,17,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,16,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,22,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,25,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
0.05,28,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
9.297668298,29,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:00,indoors,Kibera
11.57633965,49,SGMUJTSX,12/15/2022 13:00,12/15/2022 13:01,indoors,Kibera
9.17819395,71,SGMUJTSX,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
0.05,68,SGMUJTSX,12/15/2022 13:01,12/15/2022 13:01,indoors,Kibera
5.002815607,23,XUKLXPXF,12/15/2022 12:56,12/15/2022 12:56,indoors,Kibera
