device_name,datetime,pos_uncertainty,distance,location,neighborhood
ARTYIPAL,2/2/2023 13:59,8,7.876869619,2i,Jericho
ARTYIPAL,2/2/2023 13:59,8,7.876869619,2i,Jericho
ARTYIPAL,2/2/2023 14:00,12,7.609707167,2i,Jericho
ARTYIPAL,2/2/2023 14:00,15,7.425840872,2i,Jericho
ARTYIPAL,2/2/2023 14:00,12,7.609707167,2i,Jericho
ARTYIPAL,2/2/2023 14:00,9,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ARTYIPAL,2/2/2023 14:00,8,7.966897937,2i,Jericho
ECSFFIUV,2/2/2023 13:56,11,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:56,8,5.745967176,2i,Jericho
